timestamp,hour,day_of_week,month,is_weekend,temperature_C,humidity,demand_MW
2026-01-01 00:00:00,0,3,1,0,20.74507122951685,66.20895819771033,5403.749109680011
2026-01-01 01:00:00,1,3,1,0,19.962974416797884,70.16248480749867,5214.942506584129
2026-01-01 02:00:00,2,3,1,0,21.641405788228848,68.61416243551763,5252.58478162786
2026-01-01 03:00:00,3,3,1,0,23.7490108786793,59.46480856819385,5227.950163056684
2026-01-01 04:00:00,4,3,1,0,22.148769937914995,63.79386646103773,5283.792772444649
2026-01-01 05:00:00,5,3,1,0,23.354699339063625,64.84790592775616,5282.778822789099
2026-01-01 06:00:00,6,3,1,0,27.368819223261088,54.660724029437546,5423.800306548833
2026-01-01 07:00:00,7,3,1,0,27.445247319241965,65.02579421778883,5715.143272177306
2026-01-01 08:00:00,8,3,1,0,26.795788421097573,63.9975888819665,6052.310861128267
2026-01-01 09:00:00,9,3,1,0,29.349373971311685,55.09096871352395,5908.430128868677
2026-01-01 10:00:00,10,3,1,0,28.635000479703496,65.97656399059422,5877.2665760590435
2026-01-01 11:00:00,11,3,1,0,29.131034501089957,67.18763957269184,5631.2731014474175
2026-01-01 12:00:00,12,3,1,0,30.36294340734905,63.88111200918011,5848.21070481734
2026-01-01 13:00:00,13,3,1,0,26.959708764458643,63.507862988834106,5244.152142711656
2026-01-01 14:00:00,14,3,1,0,26.742750270152644,68.23728556965243,5116.491868849828
2026-01-01 15:00:00,15,3,1,0,27.692102612071277,68.01662997393356,5361.888495947916
2026-01-01 16:00:00,16,3,1,0,25.980753319498366,67.35049052494958,5598.04852505116
2026-01-01 17:00:00,17,3,1,0,26.765466224405518,61.14111239074233,5713.821236410267
2026-01-01 18:00:00,18,3,1,0,23.637963886718182,68.83642910685319,5957.85988407557
2026-01-01 19:00:00,19,3,1,0,21.58744922248446,74.86618879838828,6236.237860774376
2026-01-01 20:00:00,20,3,1,0,24.69847315338233,63.72792349957373,6441.484255253051
2026-01-01 21:00:00,21,3,1,0,21.125801643337457,79.70163554532594,6107.901243499126
2026-01-01 22:00:00,22,3,1,0,20.771165288109696,66.83202962839628,5926.167340698983
2026-01-01 23:00:00,23,3,1,0,18.033248589234475,71.53876105423655,5601.957610879734
2026-01-02 00:00:00,0,4,1,0,19.183425913212226,67.20917388071976,5083.241514979004
2026-01-02 01:00:00,1,4,1,0,20.336754753119457,70.88062585241768,5167.397297897852
2026-01-02 02:00:00,2,4,1,0,18.943382614944355,62.02852370636258,5312.303353380982
2026-01-02 03:00:00,3,4,1,0,22.02801312158577,65.85018182080636,5264.436512416351
2026-01-02 04:00:00,4,4,1,0,21.599041965121792,63.420064622671916,5295.186903555589
2026-01-02 05:00:00,5,4,1,0,23.26836414979748,68.38883683460323,5309.38225961707
2026-01-02 06:00:00,6,4,1,0,24.097440081655904,72.1040288203854,5479.589108806072
2026-01-02 07:00:00,7,4,1,0,29.07251250227601,66.87927218397955,5662.488853143121
2026-01-02 08:00:00,8,4,1,0,27.479754162893098,52.90587528168037,5786.7974563459
2026-01-02 09:00:00,9,4,1,0,26.948967512498886,75.34607100589018,5919.206539161433
2026-01-02 10:00:00,10,4,1,0,30.563944387076976,64.08163863215046,6127.583240198612
2026-01-02 11:00:00,11,4,1,0,27.998363656488806,60.51864973799284,5656.924140342917
2026-01-02 12:00:00,12,4,1,0,30.313295392507133,63.56633282019971,5669.713405125483
2026-01-02 13:00:00,13,4,1,0,26.890123945625678,66.05786235057549,5265.183599530613
2026-01-02 14:00:00,14,4,1,0,27.33784794557455,61.52926285333999,5576.589076532837
2026-01-02 15:00:00,15,4,1,0,28.830825759736424,64.80800530489488,5480.139356927305
2026-01-02 16:00:00,16,4,1,0,28.607699869993116,60.937248652903286,5531.779146871353
2026-01-02 17:00:00,17,4,1,0,26.55114764729756,63.3923866834416,5624.140599733551
2026-01-02 18:00:00,18,4,1,0,24.82652757641764,63.190035017732235,5892.258213652991
2026-01-02 19:00:00,19,4,1,0,23.254249231103465,60.5586690895293,6182.243709124081
2026-01-02 20:00:00,20,4,1,0,20.28221701444886,70.53163044096272,6329.283073329164
2026-01-02 21:00:00,21,4,1,0,20.3846997814752,72.65720733554905,6007.277616094233
2026-01-02 22:00:00,22,4,1,0,19.978914824638128,72.58917760313518,5780.413091570145
