timestamp,hour,day_of_week,month,is_weekend,temperature_C,humidity,demand_MW,demand_lag_1h,demand_lag_24h,demand_lag_7d,rolling_mean_24h,rolling_max_24h
2026-01-08 00:00:00,0,3,1,0,19.631917825995693,67.31209685789737,5220.814095814883,5580.910166718069,5151.360413420016,5403.749109680011,5632.955839724861,6133.487659340091
2026-01-08 01:00:00,1,3,1,0,19.039766622018423,65.99418187077498,5213.494591042142,5220.814095814883,5294.594601466826,5214.942506584129,5635.849743157981,6133.487659340091
2026-01-08 02:00:00,2,3,1,0,19.335601336639524,69.57548968533035,5041.209559121327,5213.494591042142,5272.181790137463,5252.58478162786,5632.470576056952,6133.487659340091
2026-01-08 03:00:00,3,3,1,0,20.240750666619103,65.26741993688407,5026.287914628939,5041.209559121327,5205.864079591708,5227.950163056684,5622.8467330979465,6133.487659340091
2026-01-08 04:00:00,4,3,1,0,22.384347435878844,66.24380488493765,5260.349177579378,5026.287914628939,5176.159660833276,5283.792772444649,5615.364392891165,6133.487659340091
2026-01-08 05:00:00,5,3,1,0,24.217632736712364,68.76792669211868,5308.277581923734,5260.349177579378,5159.769731429724,5282.778822789099,5618.872289422252,6133.487659340091
2026-01-08 06:00:00,6,3,1,0,25.41503619899503,67.95118335693411,5384.674930696559,5308.277581923734,5569.275224411408,5423.800306548833,5625.060116526169,6133.487659340091
2026-01-08 07:00:00,7,3,1,0,27.53487009906664,60.236440598525206,5458.857153614339,5384.674930696559,5683.782902156062,5715.143272177306,5617.368437621383,6133.487659340091
2026-01-08 08:00:00,8,3,1,0,27.519502837816862,62.29782114878448,5864.887571215122,5458.857153614339,5747.0815345313085,6052.310861128267,5607.996531432145,6133.487659340091
2026-01-08 09:00:00,9,3,1,0,30.715835021668717,67.87058050868312,6325.937922390518,5864.887571215122,6069.196654911222,5908.430128868677,5612.905116293971,6133.487659340091
2026-01-08 10:00:00,10,3,1,0,28.93314176906526,66.22880135032402,5948.241610351026,6325.937922390518,6005.446339850217,5877.266576059044,5623.602669105608,6325.937922390518
2026-01-08 11:00:00,11,3,1,0,33.90988288132977,70.63840717981186,6190.245082740498,5948.241610351026,5679.585624849132,5631.2731014474175,5621.219138709809,6325.937922390518
2026-01-08 12:00:00,12,3,1,0,30.93850102164751,68.24369015355438,5756.774769089678,6190.245082740498,6000.458387319181,5848.21070481734,5642.496616121949,6325.937922390518
2026-01-08 13:00:00,13,3,1,0,28.54389279682092,69.74074038502505,5226.142739200578,5756.774769089678,5508.217751061805,5244.152142711656,5632.343132029054,6325.937922390518
2026-01-08 14:00:00,14,3,1,0,27.723788271830525,57.65400545743962,5366.608019612287,5226.142739200578,5226.436296277397,5116.491868849828,5620.590006534835,6325.937922390518
2026-01-08 15:00:00,15,3,1,0,29.259242528797515,67.33783198800886,5444.770907683739,5366.608019612287,5477.4559775601965,5361.888495947916,5626.430495007123,6325.937922390518
2026-01-08 16:00:00,16,3,1,0,27.164805822011225,64.71910191610759,5246.801722401526,5444.770907683739,5373.672294288327,5598.04852505116,5625.068617095603,6325.937922390518
2026-01-08 17:00:00,17,3,1,0,27.365095966650745,62.08952380565323,5617.394013509823,5246.801722401526,5714.369970580943,5713.821236410267,5619.782343266987,6325.937922390518
2026-01-08 18:00:00,18,3,1,0,25.70985643686032,66.84317719686042,5983.710247370802,5617.394013509823,6124.286746715205,5957.85988407557,5615.741678389023,6325.937922390518
2026-01-08 19:00:00,19,3,1,0,23.59666140550209,72.20839468920595,6162.019006399224,5983.710247370802,6119.893955236062,6236.237860774376,5609.884324249673,6325.937922390518
2026-01-08 20:00:00,20,3,1,0,21.229809422897397,71.64329135899288,6272.410616826478,6162.019006399224,6133.487659340091,6441.484255253051,5611.639534714805,6325.937922390518
2026-01-08 21:00:00,21,3,1,0,19.192195257038463,66.17309431336278,6072.880949795815,6272.410616826478,5995.147153752915,6107.901243499126,5617.427991276738,6325.937922390518
2026-01-08 22:00:00,22,3,1,0,20.00010055297728,73.712224180879,5994.006149815779,6072.880949795815,5922.305236958116,5926.167340698983,5620.666899445191,6325.937922390518
2026-01-08 23:00:00,23,3,1,0,21.45496906003987,65.79358394759228,5582.379705728774,5994.006149815779,5580.910166718069,5601.957610879734,5623.654437480927,6325.937922390518
2026-01-09 00:00:00,0,4,1,0,20.321140616195304,70.85861716348472,4984.383508007672,5582.379705728774,5220.814095814883,5083.241514979004,5623.715668273041,6325.937922390518
2026-01-09 01:00:00,1,4,1,0,18.30176270048668,69.67201577227365,5163.109086772492,4984.383508007672,5213.494591042142,5167.397297897852,5613.864393781074,6325.937922390518
2026-01-09 02:00:00,2,4,1,0,20.929644369854586,68.25491768242367,5299.646215339772,5163.109086772492,5041.209559121327,5312.303353380982,5611.7649977698375,6325.937922390518
2026-01-09 03:00:00,3,4,1,0,22.04244216366052,72.40150536064019,5169.083352917085,5299.646215339772,5026.287914628939,5264.436512416351,5622.53319177894,6325.937922390518
2026-01-09 04:00:00,4,4,1,0,21.1742138456983,63.977081708931706,5404.554352057121,5169.083352917085,5260.349177579378,5295.186903555589,5628.483001707613,6325.937922390518
2026-01-09 05:00:00,5,4,1,0,23.93649243340569,76.97043066800069,5337.63149330659,5404.554352057121,5308.277581923734,5309.38225961707,5634.491550644184,6325.937922390518
2026-01-09 06:00:00,6,4,1,0,25.087313077669,57.33345049915922,5461.13254676125,5337.63149330659,5384.674930696559,5479.589108806072,5635.714630285137,6325.937922390518
2026-01-09 07:00:00,7,4,1,0,24.57963977876667,63.80591373858904,5611.7316855358085,5461.13254676125,5458.857153614339,5662.488853143121,5638.900364287833,6325.937922390518
2026-01-09 08:00:00,8,4,1,0,28.036681040522424,66.225382721343,5814.95473861966,5611.7316855358085,5864.887571215122,5786.7974563459,5645.270136451228,6325.937922390518
2026-01-09 09:00:00,9,4,1,0,29.37671069548509,66.35787334533698,6025.101928455975,5814.95473861966,6325.937922390518,5919.206539161433,5643.18960175975,6325.937922390518
2026-01-09 10:00:00,10,4,1,0,30.954703883685102,61.8293286785619,6112.588259729065,6025.101928455975,5948.241610351026,6127.583240198612,5630.654768679145,6272.410616826478
2026-01-09 11:00:00,11,4,1,0,31.410332209497696,61.725813938343904,6053.128614102192,6112.588259729065,6190.245082740498,5656.924140342917,5637.502545736563,6272.410616826478
2026-01-09 12:00:00,12,4,1,0,27.93349594806436,66.49930326299304,5335.50131717228,6053.128614102192,5756.774769089678,5669.713405125483,5631.789359543299,6272.410616826478
2026-01-09 13:00:00,13,4,1,0,28.422891571572656,62.94862851261074,5241.854629644212,5335.50131717228,5226.142739200578,5265.183599530613,5614.236299046741,6272.410616826478
2026-01-09 14:00:00,14,4,1,0,30.102679919735184,69.8940303458599,5379.787234311741,5241.854629644212,5366.608019612287,5576.589076532837,5614.890961148559,6272.410616826478
2026-01-09 15:00:00,15,4,1,0,29.30621283230105,67.68239658854728,5646.318662383889,5379.787234311741,5444.770907683739,5480.139356927305,5615.44009509437,6272.410616826478
2026-01-09 16:00:00,16,4,1,0,28.27257152945907,68.57332168440684,5506.634571984405,5646.318662383889,5246.801722401526,5531.779146871353,5623.837918206876,6272.410616826478
2026-01-09 17:00:00,17,4,1,0,32.073192461494685,56.71798166010164,6125.9618404866205,5506.634571984405,5617.394013509823,5624.140599733551,5634.664286939496,6272.410616826478
2026-01-09 18:00:00,18,4,1,0,25.856335766039752,65.50362284174365,5831.628629318036,6125.9618404866205,5983.710247370802,5892.258213652991,5655.8546130635295,6272.410616826478
2026-01-09 19:00:00,19,4,1,0,25.409253234758296,64.71119299206566,6257.657998564259,5831.628629318036,6162.019006399224,6182.243709124081,5649.5178789779975,6272.410616826478
2026-01-09 20:00:00,20,4,1,0,23.931002645239804,62.22029126988481,6288.3430543251625,6257.657998564259,6272.410616826478,6329.283073329164,5653.502836984873,6272.410616826478
2026-01-09 21:00:00,21,4,1,0,22.44155297102596,70.09173384001066,6216.738064613716,6288.3430543251625,6072.880949795815,6007.277616094233,5654.16668854732,6288.3430543251625
2026-01-09 22:00:00,22,4,1,0,20.19696911411729,67.17389283121881,5839.690019521258,6216.738064613716,5994.006149815779,5780.413091570145,5660.160734998065,6288.3430543251625
2026-01-09 23:00:00,23,4,1,0,21.30882469929456,72.360841859745,5663.253511472445,5839.690019521258,5582.379705728774,5583.538386836792,5653.730896235793,6288.3430543251625
2026-01-10 00:00:00,0,5,1,1,18.840762178193643,65.4605086607928,4907.644691887527,5663.253511472445,4984.383508007672,4970.741989386032,5657.100638141779,6288.3430543251625
2026-01-10 01:00:00,1,5,1,1,19.81514295844465,78.72460299329785,4873.673708136513,4907.644691887527,5163.109086772492,4926.307509124346,5653.903187470107,6288.3430543251625
2026-01-10 02:00:00,2,5,1,1,19.941827659334155,65.55905734550579,5024.941877363462,4873.673708136513,5299.646215339772,5099.343366392685,5641.843380026941,6288.3430543251625
2026-01-10 03:00:00,3,5,1,1,21.587277303146745,69.98541757379945,4804.005516724079,5024.941877363462,5169.083352917085,4809.536618877502,5630.397365944595,6288.3430543251625
2026-01-10 04:00:00,4,5,1,1,25.97198785001026,69.77890505693316,5037.233479976184,4804.005516724079,5404.554352057121,4905.621306584432,5615.185789436553,6288.3430543251625
2026-01-10 05:00:00,5,5,1,1,20.905006985599776,66.51329295907959,5113.183311807038,5037.233479976184,5337.63149330659,5196.743872550848,5599.8807530998465,6288.3430543251625
2026-01-10 06:00:00,6,5,1,1,26.02939028556177,70.04177001727152,5089.292362978089,5113.183311807038,5461.13254676125,5190.368663000728,5590.5287455373655,6288.3430543251625
2026-01-10 07:00:00,7,5,1,1,23.875021418728124,61.14156701788823,5292.538666014323,5089.292362978089,5611.7316855358085,5463.0557704076855,5575.035404546401,6288.3430543251625
2026-01-10 08:00:00,8,5,1,1,26.79210220131585,72.50611695499171,5545.445876811983,5292.538666014323,5814.95473861966,5772.873139265569,5561.735695399672,6288.3430543251625
2026-01-10 09:00:00,9,5,1,1,30.168959801383785,62.95247446386014,5916.795314663003,5545.445876811983,6025.101928455975,5588.514361311534,5550.5061594910185,6288.3430543251625
2026-01-10 10:00:00,10,5,1,1,29.426547047565386,60.41936002685983,5709.432447782725,5916.795314663003,6112.588259729065,5758.838776215782,5545.993383916312,6288.3430543251625
2026-01-10 11:00:00,11,5,1,1,28.21301196455138,62.75498276267686,5441.69291697057,5709.432447782725,6053.128614102192,5709.88681519182,5529.195225085215,6288.3430543251625
2026-01-10 12:00:00,12,5,1,1,28.927044436110048,67.79566524168656,5457.357293377182,5441.69291697057,5335.50131717228,5124.561390458536,5503.71873770473,6288.3430543251625
2026-01-10 13:00:00,13,5,1,1,30.849025754847357,59.483405512354665,5315.547095761884,5457.357293377182,5241.854629644212,5192.511732577506,5508.7960700466,6288.3430543251625
2026-01-10 14:00:00,14,5,1,1,28.23457707134649,60.48900760294357,4865.09742900618,5315.547095761884,5379.787234311741,5098.918166966474,5511.86658946817,6288.3430543251625
2026-01-10 15:00:00,15,5,1,1,28.8602217903057,62.69016175886732,5225.286551299751,4865.09742900618,5646.318662383889,5102.128750244283,5490.421180913773,6288.3430543251625
2026-01-10 16:00:00,16,5,1,1,27.56835775985572,58.81733900425115,5341.948871169602,5225.286551299751,5506.634571984405,5314.592491210693,5472.878176285267,6288.3430543251625
2026-01-10 17:00:00,17,5,1,1,25.31669470410388,75.38103324683635,5436.738285859304,5341.948871169602,6125.9618404866205,5396.040631010814,5466.01627208465,6288.3430543251625
2026-01-10 18:00:00,18,5,1,1,28.21591613398799,61.4168857501348,5602.356003550691,5436.738285859304,5831.628629318036,5621.770372746814,5437.298623975178,6288.3430543251625
2026-01-10 19:00:00,19,5,1,1,24.65678330796441,70.89833561532693,5932.934532173256,5602.356003550691,6257.657998564259,6072.249335686638,5427.7455979015385,6288.3430543251625
2026-01-10 20:00:00,20,5,1,1,19.462286120013587,71.42375013422935,5938.147840549333,5932.934532173256,6288.3430543251625,6000.268474334728,5414.215453468581,6288.3430543251625
2026-01-10 21:00:00,21,5,1,1,21.744147566221404,63.85642645123518,6009.606719896836,5938.147840549333,6216.738064613716,5974.729374379863,5399.623986227921,6216.738064613716
2026-01-10 22:00:00,22,5,1,1,19.677193283925227,70.19619115518869,5552.223010837771,6009.606719896836,5839.690019521258,5703.685519175368,5390.9935135313835,6009.606719896836
2026-01-10 23:00:00,23,5,1,1,21.449020870749,72.90569928702945,5367.213747047867,5552.223010837771,5663.253511472445,5543.398327356399,5379.015721502906,6009.606719896836
2026-01-11 00:00:00,0,6,1,1,18.81121889235095,69.8908400999228,4849.594263078785,5367.213747047867,4907.644691887527,5047.169281475412,5366.680731318548,6009.606719896836
2026-01-11 01:00:00,1,6,1,1,19.998266206354312,75.96677838480711,4962.917292353028,4849.594263078785,4873.673708136513,4820.70896177282,5364.261963451517,6009.606719896836
2026-01-11 02:00:00,2,6,1,1,21.427353899548496,74.10842923422538,4914.897076068961,4962.917292353028,5024.941877363462,4832.775927105233,5367.980446127205,6009.606719896836
2026-01-11 03:00:00,3,6,1,1,22.76309888532245,72.66040505356592,4975.452507902106,4914.897076068961,4804.005516724079,5015.6672793839925,5363.395246073268,6009.606719896836
2026-01-11 04:00:00,4,6,1,1,20.699555389416336,67.21202736604359,4982.990909041406,4975.452507902106,5037.233479976184,4974.322088806852,5370.538870705685,6009.606719896836
2026-01-11 05:00:00,5,6,1,1,23.20415292072597,62.357880716584376,4946.068795679327,4982.990909041406,5113.183311807038,4999.2175200563615,5368.278763583403,6009.606719896836
2026-01-11 06:00:00,6,6,1,1,24.28758203325857,63.93075454990504,5239.944436886115,4946.068795679327,5089.292362978089,5278.81951893266,5361.315658744749,6009.606719896836
2026-01-11 07:00:00,7,6,1,1,25.31410137665204,67.26133373967718,5369.694946943258,5239.944436886115,5292.538666014323,5393.317450336461,5367.592828490916,6009.606719896836
2026-01-11 08:00:00,8,6,1,1,30.14818136042165,65.62520661536664,5705.195493798414,5369.694946943258,5545.445876811983,5572.994183627568,5370.807673529623,6009.606719896836
2026-01-11 09:00:00,9,6,1,1,29.14300647237417,52.74203844553584,5999.829483046304,5705.195493798414,5916.795314663003,5845.82128349211,5377.463907570723,6009.606719896836
2026-01-11 10:00:00,10,6,1,1,27.438801087419623,64.75227323074752,5615.440788403668,5999.829483046304,5709.432447782725,5920.453361701389,5380.923664586694,6009.606719896836
2026-01-11 11:00:00,11,6,1,1,31.206422052027506,62.94595069019667,5712.285725233825,5615.440788403668,5441.69291697057,5647.501871841821,5377.0073454459,6009.606719896836
2026-01-11 12:00:00,12,6,1,1,33.18323429551895,59.384014711558976,5890.760665328604,5712.285725233825,5457.357293377182,5186.87823335066,5388.282045790203,6009.606719896836
2026-01-11 13:00:00,13,6,1,1,31.37832702227206,68.49154027948894,5608.7234730322325,5890.760665328604,5315.547095761884,5237.088138545393,5406.340519621512,6009.606719896836
2026-01-11 14:00:00,14,6,1,1,27.05107206999117,67.17314992226054,4996.277005997019,5608.7234730322325,4865.09742900618,5451.550553596676,5418.556202007776,6009.606719896836
2026-01-11 15:00:00,15,6,1,1,27.80918279663336,71.08453158276114,5082.809544706535,4996.277005997019,5225.286551299751,5023.492909882298,5424.022017715728,6009.606719896836
2026-01-11 16:00:00,16,6,1,1,29.400366723779936,62.33994069160288,5228.857471392347,5082.809544706535,5341.948871169602,5139.283895991604,5418.085475774344,6009.606719896836
2026-01-11 17:00:00,17,6,1,1,25.232591027084435,71.02457374357553,5382.74217447739,5228.857471392347,5436.738285859304,5511.682188842747,5413.373334116958,6009.606719896836
2026-01-11 18:00:00,18,6,1,1,25.66572914221934,74.20932157308405,5667.473840971392,5382.74217447739,5602.356003550691,5803.104551120481,5411.123496142712,6009.606719896836
2026-01-11 19:00:00,19,6,1,1,24.8678558546314,73.15096814812132,5963.806471858941,5667.473840971392,5932.934532173256,5928.174208457952,5413.836739368574,6009.606719896836
2026-01-11 20:00:00,20,6,1,1,21.10960429263288,63.76256902801332,6083.276236834196,5963.806471858941,5938.147840549333,5976.533079602809,5415.123070188811,6009.606719896836
2026-01-11 21:00:00,21,6,1,1,21.37517805997456,67.76899497030591,6001.304015383347,6083.276236834196,6009.606719896836,6040.914752733618,5421.17008670068,6083.276236834196
